"Id","ProcessName","Path","StartTime","WorkingSetMB","PrivateMemoryMB","VirtualMemoryMB","PagedMemoryMB","CpuSeconds","Responding"
"1848","vmmemWSL",,,"1578.64","1581.83","8191.94","1581.83",,"True"
"19124","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:02:00","540.68","533.45","3524449.85","533.45","34.28","True"
"2052","OmenCommandCenterBackground","C:\Program Files\WindowsApps\AD2F1837.OMENCommandCenter_1101.2605.2.0_x64__v10z8vjag6ke6\OmenCommandCenterApp\OmenCommandCenterBackground.exe","01-06-2026 10:50:14","330.25","266.82","5825.09","266.82","55.62","True"
"18688","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:01:59","320.53","255.63","3540779.98","255.63","49.5","True"
"3872","Memory Compression",,,"299.14","0.86","341.88","0.86",,"True"
"19284","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:02:01","293.82","217.9","3539036.25","217.9","22.95","True"
"5964","endpointprotection",,,"261.55","350.23","2103704.97","350.23",,"True"
"6976","explorer","C:\WINDOWS\Explorer.EXE","01-06-2026 10:48:58","238.19","192.26","2102692.82","192.26","66.06","True"
"12608","StartMenuExperienceHost","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","01-06-2026 10:49:03","199.64","113.41","2137644.12","113.41","6.12","True"
"18480","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:01:59","195.78","165.59","2135065.24","165.59","22.89","True"
"4264","Taskmgr",,"01-06-2026 11:02:52","184.59","111.53","2101833.05","111.53","29.25","True"
"20404","codex","c:\Users\Nrusingha\.vscode\extensions\openai.chatgpt-26.527.31454-win32-x64\bin\windows-x86_64\codex.exe","01-06-2026 11:02:04","170.75","128.97","5821.29","128.97","31.84","True"
"4116","SysInfoCap",,,"170.25","203.6","2101698.35","203.6",,"True"
"6704","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:01:58","166.79","121.96","3524783.48","121.96","27.05","True"
"16816","PhoneExperienceHost","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.26032.102.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe","01-06-2026 10:49:16","165.51","84.18","2134610.45","84.18","3.48","True"
"1824","dwm",,,"158","184.83","2101923.96","184.83",,"True"
"12088","com.docker.backend","C:\Program Files\Docker\Docker\resources\com.docker.backend.exe","01-06-2026 11:01:43","157.38","141.84","5759.97","141.84","7.89","True"
"1528","Docker Desktop","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","01-06-2026 11:01:43","149.68","126.58","3539390.52","126.58","3.94","True"
"13376","Docker Desktop","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","01-06-2026 11:01:44","146.75","81.84","3539055.96","81.84","20.02","True"
"15136","Docker Desktop","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","01-06-2026 11:01:44","144.57","111.92","2151362.76","111.92","1.42","True"
"19272","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:02:01","133.01","92.81","3524364.22","92.81","7.64","True"
"12600","SearchHost","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","01-06-2026 10:49:03","132.71","78.74","2151046.63","78.74","3.81","True"
"19292","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:02:01","132.14","98.38","3526056.41","98.38","0.86","True"
"7144","mysqld",,,"125.95","555.05","4824.36","555.05",,"True"
"19464","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:02:01","122.54","83.31","3524391.84","83.31","1.31","True"
"13736","msedgewebview2","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.96\msedgewebview2.exe","01-06-2026 10:49:05","120.63","44.76","2299313.98","44.76","2.8","True"
"19828","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:02:04","118.46","58.62","3522570.65","58.62","0.77","True"
"12704","msedgewebview2","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.96\msedgewebview2.exe","01-06-2026 10:49:11","104.32","65.28","3698719.38","65.28","1.44","True"
"7772","msedgewebview2","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.96\msedgewebview2.exe","01-06-2026 10:49:11","97.21","110.22","2249985.98","110.22","2.14","True"
"10124","CrossDeviceService","C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.26032.83.0_x64__cw5n1h2txyewy\CrossDeviceService.exe","01-06-2026 10:49:01","86.51","23.4","2134199.37","23.4","3.2","True"
"15960","TextInputHost","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe","01-06-2026 10:49:13","86.06","57.89","2101810.07","57.89","1.38","True"
"15080","LockApp","C:\WINDOWS\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","01-06-2026 10:49:08","84.97","56.34","2101745.29","56.34","1.75","True"
"10692","powershell","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","01-06-2026 11:05:21","81.02","67.79","2101933.73","67.79","0.36","True"
"5548","powershell","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","01-06-2026 11:07:57","80.6","65.11","2101926.96","65.11","0.47","True"
"4108","TouchpointAnalyticsClientService",,,"75.88","55.66","4791.14","55.66",,"True"
"5912","svchost",,,"74.04","34.78","2101520.96","34.78",,"True"
"12796","Widgets","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe","01-06-2026 10:49:03","72.22","13.28","2150746.73","13.28","2.42","True"
"19904","powershell","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","01-06-2026 11:02:02","70.29","52.77","2101901.88","52.77","0.73","True"
"16320","msrdc","C:\Program Files\WSL\msrdc.exe","01-06-2026 11:01:46","65.43","88.88","2101704.38","88.88","0.67","True"
"4888","com.docker.backend","C:\Program Files\Docker\Docker\resources\com.docker.backend.exe","01-06-2026 11:01:42","64.19","75.92","5537.13","75.92","0.39","True"
"14856","TabTip",,"01-06-2026 10:49:08","63.48","49.13","2101698.41","49.13","0.83","True"
"14524","ApplicationFrameHost","C:\WINDOWS\system32\ApplicationFrameHost.exe","01-06-2026 10:50:05","63.14","67.54","2101768.08","67.54","0.27","True"
"5944","OfficeClickToRun",,,"62.61","29.74","2101478.8","29.74",,"True"
"140","Secure System",,,"61.85","0.17","2.64","0.17",,"True"
"7312","CrossDeviceResume","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe","01-06-2026 10:48:59","60.07","47.55","2101703.55","47.55","0.78","True"
"6316","mongod",,,"57.61","164.9","4464.67","164.9",,"True"
"14068","mcafee-security","C:\Program Files\WindowsApps\5A894077.McAfeeSecurity_2.1.68.0_x64__wafk5atnkzcwy\mcafee-security.exe","01-06-2026 10:50:35","55.31","65.55","38003.23","65.55","0.7","True"
"13968","Docker Desktop","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","01-06-2026 11:01:44","54.62","13.7","2150889.02","13.7","0.38","True"
"8064","HPSystemEventUtilityBackground","C:\Program Files\WindowsApps\AD2F1837.HPSystemEventUtility_3.2.24.0_x64__v10z8vjag6ke6\SystemEventUtility\HPSystemEventUtilityBackground.exe","01-06-2026 10:49:43","54.34","35.68","4810.52","35.68","1.2","True"
"2844","ShellHost","C:\Windows\System32\ShellHost.exe","01-06-2026 10:48:58","53.58","46.22","2101658.54","46.22","0.27","True"
"12828","RuntimeBroker","C:\Windows\System32\RuntimeBroker.exe","01-06-2026 10:49:03","53.46","8.8","2101470.43","8.8","1.22","True"
"13796","HPAudioSwitch","C:\Program Files (x86)\HP\HPAudioSwitch\HPAudioSwitch.exe","01-06-2026 10:49:51","53.38","48.85","360.99","48.85","7.72","True"
"2104","AppActions","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AppActions.exe","01-06-2026 10:58:52","53.16","17.38","2134111.09","17.38","0.38","True"
"18504","Code","C:\Users\Nrusingha\AppData\Local\Programs\Microsoft VS Code\Code.exe","01-06-2026 11:01:59","51.94","14.53","2134516.21","14.53","0.61","True"
"1032","OneApp.IGCC.WinService",,,"51.04","40.45","4767.33","40.45",,"True"
"10536","HPMediaNetwork","C:\Program Files\HP\HP Media Network\HPMediaNetwork.exe","01-06-2026 10:49:44","50.65","43.36","4792.24","43.36","0.25","True"
"10360","sihost","C:\WINDOWS\system32\sihost.exe","01-06-2026 10:48:56","49.27","7.88","2101473.55","7.88","4.64","True"
"15176","RuntimeBroker","C:\Windows\System32\RuntimeBroker.exe","01-06-2026 10:49:08","47.98","10.06","2101464.14","10.06","1.34","True"
"184","Registry",,,"46.83","21.23","156.99","21.23",,"True"
"1436","svchost",,,"42.32","12.58","2101421.16","12.58",,"True"
